Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT,AAPL,GOOGL,MSFT
Date,,,,,,,,,,,,,,,
2023-02-01,143.7584991455078,99.95213317871094,248.1714630126953,144.92494470830036,100.70851906446003,250.5574366524926,139.69575173845908,97.11569559851715,241.0233405684273,142.3152880410748,98.24031608663826,243.50750871275346,77663600,35531100,31259900
2023-02-02,149.08657836914062,107.22734069824219,259.8067626953125,149.44242627870938,107.33681789479918,259.89512874467925,146.46702672863907,105.10747856990469,252.58990234951898,147.18863235095503,105.29657692633798,254.13146890622428,118339000,69883800,39940400
2023-02-03,152.72425842285156,104.28143310546875,253.6699981689453,155.57116204732878,107.29701450167059,259.41403146682933,146.13092169771272,102.09190421385664,252.4426419072074,146.32861998643196,102.44023732028235,254.83844372730002,154357300,65309300,29077300
2023-02-06,149.98611450195312,102.41038513183594,252.11862182617188,151.3403789118004,103.86343728262108,253.62090480368727,149.04703617157855,101.39523421998128,250.1646801008737,150.81647157748358,101.9127642202071,252.77649801588666,69858300,31999600,22518000
2023-02-07,152.87254333496094,107.12781524658203,262.71319580078125,153.44587898676582,107.6652466720709,263.90126847590375,148.90863720361276,102.62932613436307,255.36868388280342,148.90863720361276,102.7288487850629,255.81054419875986,83322600,49010200,50841400
2023-02-08,150.17393493652344,98.89718627929688,261.898193359375,152.80336635897712,102.64924474740924,271.74649858000214,149.43255491704016,97.57351278425769,261.38759398871423,152.11141469080906,101.56443476559781,268.2509904236017,64120100,94743500,54686000
2023-02-09,149.13600158691406,94.55792236328125,258.8445129394531,152.55624141902396,99.55403269025908,269.0168568866588,148.6911765868534,93.18448386590254,258.0393600664708,152.0125597152097,99.52417665215816,268.8400948175214,56007100,119455000,42375100
2023-02-10,149.5023193359375,94.1200180053711,258.3340148925781,149.82902644753565,96.28964546267231,259.3060716999425,147.73019724066455,93.80154092875313,255.93821248887858,147.9678065326758,94.99582806779736,256.7924478607757,57450700,54980700,25818500
2023-02-13,152.31396484375,94.15982055664062,266.40509033203125,152.71985991539307,94.74700953187015,269.6256724767286,149.41321016170093,93.39348017343556,262.3106160068339,149.44290943263957,94.2891992478543,262.79176011403075,62199000,50076100,44630900
2023-02-14,151.67044067382812,94.22949981689453,267.23968505859375,152.23475701699866,94.39868911112639,269.9889513959728,149.35380697400552,91.8210163327109,264.40202269183845,150.60122163396125,93.98068935134434,267.7306276163226,61707600,54726100,37047900
2023-02-15,153.77920532226562,96.47874450683594,265.1036376953125,153.94750624944314,96.65788833824551,266.49156688669603,151.35366885602363,93.70201891653383,262.01278189893924,151.58136833321117,94.04039749081163,264.11929330764815,65573800,50169000,28922400
2023-02-16,152.17535400390625,95.0555419921875,258.0458679199219,154.76919088525318,97.21521477469815,262.5640049267377,151.8189476677602,94.28920158994696,257.79978182996587,151.97733873436857,94.9162087541605,259.88658706642394,68167900,42462600,29603600
2023-02-17,151.02696228027344,93.90106201171875,254.01991271972656,151.47246651343528,95.10530367470463,256.0181306443046,149.34393789585803,92.76648697078687,251.99216566482698,150.8289620773623,94.39868291013072,255.32910759019907,59144100,34284100,30000100
2023-02-21,146.99755859375,91.3532485961914,248.71429443359375,149.7894107206676,92.65701296526197,251.49015281418258,146.92826533516197,91.28358197173173,247.65120069336206,148.70038717333577,92.55749030076139,250.4959553706836,58867200,33629300,28397400
2023-02-22,147.4232635498047,91.21391296386719,247.57244873046875,148.45287338487984,91.67172328308142,250.35814511839848,145.6907358158214,90.1788605753032,246.42076761233298,147.383654456277,91.26367049827103,250.1120590242694,51011300,30884000,22491100
2023-02-23,147.9083709716797,90.45753479003906,250.78143310546875,148.83898834448985,91.50254181195403,252.8190182527777,145.7699480861059,89.33291418766126,246.55858711540606,148.591484366889,91.48263272201854,251.559058591663,48394200,41206400,29219100
2023-02-24,145.2452392578125,88.7059097290039,245.31829833984375,145.720442659753,89.4622957154034,247.07043006861863,144.26511807901926,88.15853122803968,244.21583748216142,145.64123957502227,89.01443988796963,246.04671856075686,55469600,36585100,24990900
2023-02-27,146.4431610107422,89.4423828125,246.2436065673828,147.6806809778149,89.73100384409955,248.86196635972186,145.97785229460726,88.91489828317458,245.48565714962064,146.23526611588312,89.4423828125,248.50760176361655,44998500,27502300,21190000
2023-02-28,145.93826293945312,89.63147735595703,245.51516723632812,147.59158785522064,90.79591607528975,247.55276726085282,145.36405184371336,88.89500052309056,244.83596722815324,145.58185657335414,88.90495506752045,245.17065572399935,50547000,30142000,22491000
2023-03-01,143.8592071533203,89.93004608154297,242.4145050048828,145.76003585720164,90.59685623870114,247.00153859615037,143.5621993638043,89.24332683704428,241.9420088680049,145.36403554214274,89.5518569460858,246.8342018468034,55479000,31111200,27565300
2023-03-02,144.4532470703125,91.56224822998047,247.17872619628906,145.24526294031543,91.84091472708995,247.46417946735576,142.4633051197938,89.16371177840199,241.76483192375827,142.9385237056633,89.23338599577193,242.69011807533903,52238100,32204400,24808200
2023-03-03,149.52210998535156,93.20439147949219,251.2932891845703,149.6013130753249,93.28401264189694,251.61812465694902,145.85905393614254,92.01009682269682,247.4543518199206,146.56195681168307,92.03996045341758,248.24183038751409,70732300,35160100,30760100
2023-03-06,152.29417419433594,94.6773452758789,252.84854125976562,154.73951510110595,95.51335229721735,256.0476605602481,151.92787308169673,93.55272482794965,251.97247534442963,152.25456509183923,93.57262632205895,252.41542732051573,87558000,32639300,24109800
2023-03-07,150.08642578125,93.41339874267578,250.17112731933594,152.49215731620518,95.21478402463518,253.65571496313456,149.62111707090608,93.08496711653402,249.4230309703386,152.16545023619062,94.52807232544816,252.287461805782,56182000,27835500,21473200
2023-03-08,151.34375,93.8015365600586,249.72817993164062,151.93776567756532,95.503399070826,250.55502565152239,150.31413994619248,93.55272611825472,246.88342511783708,151.2843514535327,93.67215786383373,250.06285343446362,47204800,34103300,17340200
2023-03-09,149.08651733398438,91.88072204589844,248.3697967529297,152.99707781485426,95.07544729094798,255.49644089849014,148.73011094218796,91.46272231509023,247.6413764588662,152.0268662896932,93.60249368912125,251.8150022990688,53833600,28813500,26653400
2023-03-10,147.0173797607422,90.19876098632812,244.69818115234375,149.43302127956616,92.34848690437508,248.83242480341704,146.1362661024609,89.96985962601842,243.72368976781968,148.7103138108838,91.73143425906332,247.14920421929136,68572400,35941000,28333900
2023-03-13,148.96771240234375,90.6764907836914,249.94471740722656,151.61105337476013,92.12954305721254,253.87225680008146,146.2253637849075,88.99452953052489,241.88293471762614,146.33426615185107,89.66133978608927,243.52678799195508,84457100,37335600,33339700
2023-03-14,151.0665283203125,93.52287292480469,256.7071838378906,151.86843881288326,93.91101661837747,256.98279906760126,148.60139830336453,92.00015418954344,251.85435814781437,149.7696098588517,92.11957834566286,252.7304240608025,73695900,36050200,33620300
2023-03-15,151.4625244140625,95.6526870727539,261.284423828125,151.71992308668965,96.46878502000881,262.3081505872303,148.42316862217967,92.1991969177425,255.1519463716988,149.6804929323757,92.77643896638652,255.9099109124936,77167900,50622100,46028000
2023-03-16,154.29396057128906,99.84265899658203,271.8759460449219,154.89787078262094,100.70852211278338,272.23029562382413,150.12598761989352,95.04559373185006,259.1582026765928,150.64080003933415,95.74225996804023,261.05798023414945,76161100,65492000,54768800
2023-03-17,153.45248413085938,101.136474609375,275.05535888671875,155.17511745555205,102.35066322909664,278.89429618396935,152.7396713831552,99.62370281885212,271.9940621060292,154.52170325241562,99.78294515178816,273.9036927174477,98944600,61028500,69527400
2023-03-20,155.82850646972656,100.7383804321289,267.9681091308594,156.24432646768744,101.26585739333697,273.13591766100586,152.6109545912959,99.39480546444764,265.6253644574901,153.5217825705538,99.64361592487353,272.6437454200395,73641400,32960400,43466600
2023-03-21,157.68971252441406,104.42076873779297,269.4937744140625,157.80850958417452,104.59991256706779,270.69467563118206,154.97706384382835,100.73837708314564,265.3004581897297,155.74929005159728,100.76823312250937,270.5765591245479,73938300,42110300,34558700
2023-03-22,156.25424194335938,102.87814331054688,268.027099609375,160.52120889186565,106.08281539474726,276.6401116479534,156.23443739167243,102.8383327290355,267.9188061230501,157.70956681019078,103.773854818731,269.11970728887826,75701800,43427400,34873300
2023-03-23,157.3432159423828,105.0975341796875,273.3130798339844,159.93706781022715,105.79420800627038,276.65984491000785,156.10569609721924,103.96295911766454,270.8916009314238,157.24422341863578,104.56010268824097,273.5886950746026,67622100,40797800,36610900
2023-03-24,158.65005493164062,104.93830108642578,276.1775207519531,158.73915274100096,104.98805862211833,276.2365790138879,156.27402271003157,103.34590808241246,270.9703303661151,157.27393337455686,104.49043770663731,272.8996370155353,59196500,30393300,28172000
2023-03-27,156.69972229003906,101.97247314453125,272.0530700683594,159.1648674270664,104.2615323044318,277.0535256674426,156.29381212775743,101.44499620942092,271.20651838815945,158.34315238139064,104.12219906093443,276.10856359356126,52390300,31120900,26840200
2023-03-28,156.0760040283203,100.54928588867188,270.92108154296875,156.9076288835252,101.9625275354681,271.81683842450656,154.42267925169685,99.26542295271996,267.79084396535427,156.3928163743877,101.95258058369826,271.4723119254839,45992200,32057900,21878600
2023-03-29,159.1648712158203,100.9075698852539,276.11846923828125,159.44207447801494,102.00233439427095,276.73861104356007,157.75905035570605,100.1710930472741,274.0513399006214,157.77883979840226,101.793334518348,274.59271732819036,51305700,28779600,25087000
2023-03-30,160.7389678955078,100.40995025634766,279.60296630859375,160.84787023912273,100.6786698096316,280.0065510473712,159.65985428560523,99.3052311886087,277.0732244696159,159.91725295849392,100.42985934560198,279.78017110011206,49501700,33086200,25053400
2023-03-31,163.25360107421875,103.23643493652344,283.7864685058594,163.3526086978247,103.39566967562425,284.7412837418121,160.29346346957524,100.55923207299183,278.56945538558534,160.81817064051347,100.81799706625952,279.28803758659916,68749800,36863400,32766000
2023-04-03,164.5109405517578,103.86343383789062,282.7332458496094,164.62973762588464,104.0326231198909,283.7569423716875,162.5804125649775,101.44499598386052,279.5045974988717,162.62991638134497,101.90280629620425,282.0343397141944,56976200,25035400,24883300
2023-04-04,163.97634887695312,104.22172546386719,282.6839904785156,165.17425973324032,105.07763404356551,285.9028155833691,163.46153634610226,103.54496071696833,281.1976510040957,164.9366655701128,103.83358175831708,282.7332257176792,46278300,24420100,25824300
2023-04-05,162.12498474121094,103.97290802001953,279.8885498046875,163.40211360465116,105.59514935745837,282.6545558248005,160.18456219964705,103.1667646231396,278.49079724581503,163.0952111184354,105.27667229755957,281.3749198157129,51511700,28290500,22064800
2023-04-06,163.01602172851562,107.90411376953125,287.03485107421875,163.31302951982073,108.65054511701238,287.50731719041386,160.3825758088242,103.83357846595176,277.61466736506213,160.80827539475462,104.75915364055206,278.7761866204537,45390100,48711500,29770300
2023-04-10,160.4122772216797,105.93354034423828,284.8594665527344,160.4122772216797,107.07806234756984,285.0661704846128,158.48174921205518,104.61982146300264,280.2527115064888,159.80836691031573,106.47097183107455,284.68226171417155,47716900,27067400,23103000
2023-04-11,159.194580078125,104.84872436523438,278.4021301269531,160.73900266239136,106.22216293833723,281.5028392047115,158.90746697083827,104.18191416724264,277.23078785734424,160.72910794044708,106.04301910676263,281.27642916480585,47644200,26311800,27276600
2023-04-12,158.50155639648438,104.14210510253906,279.0517883300781,160.441979159197,106.24206598376391,282.51669989305793,158.18474404786926,103.84352951452797,277.5457425781535,159.61036940374873,106.07287669400085,280.331454092245,50133100,24370300,27403400
2023-04-13,163.90701293945312,106.91883087158203,285.3023681640625,164.1446221690598,106.97854295202298,285.3614264229886,159.80834814400168,105.33639240206342,278.73680804839455,160.0162581082128,105.33639240206342,279.15021586087715,68445600,24843600,24222700
2023-04-14,163.560546875,108.35197448730469,281.6603088378906,164.65946521821587,108.42164110764425,283.96367102936733,162.18442526560762,106.33162731127321,279.2486531464038,162.94672669437054,106.38139243712666,282.5068305661248,49386500,26578000,20987900
2023-04-17,163.58033752441406,105.46578216552734,284.27862548828125,163.73874370809605,105.65488055059328,287.03480758768944,162.39232135968928,104.02267689835315,281.6799721234841,163.4417358903036,104.16201774578109,285.390939367987,41516200,37571200,23836200
2023-04-18,164.80796813964844,104.00276947021484,283.8554382324219,165.73858561594125,106.03306368013463,287.192380736636,163.99614775175192,103.57481518685294,282.51674403921857,164.44166704612937,105.98329855224205,287.0053528655543,49923000,26596400,20161800
2023-04-19,165.9563751220703,103.68428802490234,283.9341125488281,166.48108235627174,104.48048447908047,284.52469507035653,163.8872303481945,102.57956905144894,280.0853229045868,164.14464415802902,103.0871444808148,281.51260405135076,47720200,20905700,17150300
2023-04-20,164.98614501953125,104.78900909423828,281.6307373046875,166.19396563576217,105.74444030250633,284.50503591954333,163.90703130539762,103.37576757324341,280.6168638626968,164.43173852810273,103.41557815605778,280.7842156136177,52456400,27820800,23244400
2023-04-21,163.3724365234375,104.908447265625,281.2862854003906,164.78815208279067,105.49563631362956,281.7882806530925,162.8477292777316,104.28144003927596,278.6285433150847,163.40213579346278,104.96815934695626,280.54802704778444,58337300,25800100,21676400
2023-04-24,163.6793670654297,105.46578216552734,277.35870361328125,163.9466756478522,106.12263785123642,280.48894155472334,162.25374143443926,104.20182073865433,274.35646528671094,163.35265993279046,104.98806272702657,277.67370102270286,41949600,23542800,26611000
2023-04-25,162.13491821289062,103.3558578491211,271.1081848144531,164.64955210777222,106.1823484668057,277.19142682597555,162.09530911482935,103.34590330520571,271.0589495638587,163.5407390651718,105.32643992429568,275.13415035436924,48714100,46664100,45772200
2023-04-26,162.12498474121094,103.21652221679688,290.7457580566406,163.62981301273985,105.84395986079909,294.8800159473108,161.1745780165714,102.14165929158905,288.14710484178147,161.43197669065242,104.42076383754022,292.0549527392674,45498800,53347600,64599200
2023-04-27,166.7285919189453,107.07806396484375,300.0577087402344,166.87708827078586,107.85435896406044,300.42194142413604,163.54073931024718,103.04733914233148,290.62770202416357,163.54073931024718,103.95300525177885,291.336431237466,64902300,50089200,46462600
2023-04-28,167.98590087890625,106.82925415039062,302.4496765136719,168.15421688581486,106.83920869473445,304.0935148750173,166.2038842356674,104.5899600378611,298.5615040334557,166.80779457565893,106.53068615790889,299.2505571443168,55209200,36139800,36446700
2023-05-01,167.89682006835938,106.6899185180664,300.7762756347656,168.74823448461532,107.47616045562452,303.7686910534892,166.95630783220886,106.31172936546945,300.3726908217299,167.58991750664728,106.33163086061985,302.1642048581886,52472900,26681700,21294100
2023-05-02,166.85728454589844,104.81886291503906,300.6286315917969,168.6492261368123,106.68991470916808,304.33959922450805,165.86726857821876,103.21652305785557,299.1521149683054,168.3918123170909,106.63020263275621,302.9418469765617,48425700,30997200,26404400
2023-05-03,165.77816772460938,104.908447265625,299.63446044921875,169.21352427793394,106.97854454706649,303.778542392161,165.4910697460863,104.46058387636243,299.3293160567343,167.8077034423993,105.0278714282875,301.81970644560397,65136000,21795400,22360800
2023-05-04,164.1347198486328,104.19186401367188,300.6286315917969,165.37223965151196,105.09753008189718,302.9418469765617,162.6695006318279,103.47528871968271,298.65008970357985,163.243711633137,104.98805287903261,301.44562423928016,81235400,23419500,22519900
2023-05-05,171.8370819091797,105.06768035888672,305.7865905761719,172.55978934902075,105.37620289836305,307.085932430796,169.0551242996228,103.61462818899871,299.50646831862997,169.27292902501793,104.32124898163032,300.93377975527426,113316400,26625100,28181200
2023-05-08,171.76776123046875,107.25720977783203,303.81793212890625,172.1142728432519,107.44630815726045,305.34368416903175,170.39163971305302,104.65963556054464,301.29801254398035,170.75794076749395,104.67953705638796,305.2747728426147,55962800,26511400,21318600
2023-05-09,170.0550537109375,106.8392105102539,302.1937255859375,171.80737116626167,109.62589071265951,305.18614092145225,169.88675280256177,106.67997576350962,301.51452555847186,171.3222729910744,107.87426293991619,303.1780699689536,45326900,36360100,21340800
2023-05-10,171.82717895507812,111.21827697753906,307.4206237792969,172.29248769554175,112.40261721138486,308.09982387729104,170.1837487273319,107.41645340605741,302.8532809885263,171.29257694818676,107.45626399131446,303.7883902256099,53724500,63153400,30078000
2023-05-11,172.0152587890625,116.01533508300781,305.2550048828125,172.8468685009711,117.35890998003737,306.2492022660023,170.45103188917147,113.86561676637899,301.46530325501186,172.11426641943214,114.85090401178836,305.24518186660805,49514700,78900000,31680200
2023-05-12,171.08338928222656,116.95086669921875,304.1329345703125,172.5605438773201,117.46838909715726,305.7866261925519,169.52690691086858,115.55752665279486,301.80004281040124,172.12433187191172,116.12481417824908,305.68818573031615,45497800,41073800,19758100
2023-05-15,170.58766174316406,115.95562744140625,304.615234375,171.71784028672823,117.91625505636303,305.04834834939237,169.99282456135643,115.45800652768493,302.77451500373724,171.6682680003546,115.55752919181069,304.26088478130237,37266700,36266800,16336500
2023-05-16,170.58766174316406,118.94135284423828,306.8594970703125,171.6484360603376,120.1754505833764,308.79865663517415,170.31998349861684,115.87600619542154,304.9793957630767,170.50834911043384,115.93571827523857,304.9793957630767,42110300,45035600,26730300
2023-05-17,171.2023162841797,120.26502227783203,309.75982666015625,171.44023905579192,121.09107484095293,310.1840128280389,168.9518675962068,118.32430369516756,306.54383920821226,170.23076300297444,119.04087904664145,308.07292647953415,57951600,33323600,24315000
2023-05-18,173.5419921875,122.24554443359375,314.21881103515625,173.73035780662187,122.72325621543935,314.73180841196273,171.09326939359272,120.25506095868938,309.48364052996965,171.50964938607018,120.37448510760484,310.28270017640136,65496700,35234200,27276000
2023-05-19,173.65106201171875,122.17588806152344,314.0411682128906,174.8704617599002,125.37061339548771,314.44563523086384,173.43295602393476,121.56878994331822,312.0977696709312,174.8704617599002,122.96213001121694,312.4627684149511,55772400,41330300,27529500
2023-05-22,172.6992950439453,124.45499420166016,316.8428955078125,173.20491116640216,125.82842519711046,318.23385899609656,171.9557561601792,122.15598040509195,313.7157188876359,172.48118909452026,122.35503332746399,314.2977481307369,43570900,35253000,24115700
2023-05-23,170.08206176757812,121.97683715820312,311.0028381347656,171.88639029719062,124.03698745783406,318.36209222067146,169.80447509030535,121.62850403374236,310.9929635378551,171.6385439691014,123.56923017246825,315.7084147228856,50747300,34046300,30797200
2023-05-24,170.35964965820312,120.32473754882812,309.6119079589844,170.93465495874622,121.32993391302894,312.2261174552862,169.0510289027881,119.28968514492404,308.3886319243989,169.61611066863975,120.54369196410875,310.480029626922,45143500,34182600,23384900
2023-05-25,171.49977111816406,122.8924560546875,321.51885986328125,172.40192036340346,124.72369725121857,322.48560688715077,170.21096703266915,121.37968432503033,315.67878902000206,170.92476575302507,123.92750080475773,318.87502712507745,56058300,42317000,43301700
2023-05-26,173.918701171875,124.01708221435547,328.394775390625,174.25578364207266,124.66399090771507,328.8978680435936,171.6186953371014,121.86735626591603,319.5064338872772,171.82689288847826,122.58393158206252,319.6445277176384,54835000,35635900,36630600
2023-05-30,175.77259826660156,123.08155822753906,326.7373962402344,177.44804166812344,125.06209498347394,331.20622279832344,175.0488913092159,121.41950615416448,326.05671145740513,175.43553093054112,125.04218589426755,330.70313021071354,55964400,35076700,29503100
2023-05-31,175.72305297851562,122.28535461425781,323.9555358886719,177.80496826079084,123.4696871146494,331.4035709455312,175.23726871202743,121.91711243909198,322.9098221088515,175.80236562165695,122.16592287264116,327.8028654551653,99625300,37325800,45950600
2023-06-01,178.53857421875,123.13130950927734,328.08892822265625,178.56831456742498,123.82797569129428,329.02611175560344,175.4057930547119,122.03654511192563,320.3350817076628,176.16916396782793,122.23559042304707,321.52873380846023,68901800,30772700,26773900
2023-06-02,179.3911590576172,124.07678985595703,330.8708190917969,180.21401063542314,125.54975101903904,332.94246713059334,177.7157155545107,123.17112379211459,328.05929890382134,179.47047169338217,123.40002514747484,329.7363544841506,61945900,26963100,25864000
2023-06-05,178.032958984375,125.4104232788086,331.4035339355469,183.35669275593358,126.82366483426891,333.98814914784583,176.50621727974132,123.2507427687404,330.14082001100866,181.05668691999816,123.41993964810082,330.6932554714019,121946500,32305500,21307100
2023-06-06,177.6661834716797,126.70423126220703,329.1740417480469,178.56833268525313,127.67956397510677,330.84122271907466,175.9015035496613,124.76351278739155,327.6844529715384,178.41963092679066,125.41042147669415,330.80175444190655,64848400,26638300,20396200
2023-06-07,176.28814697265625,121.91712188720703,319.0131530761719,179.64894264257165,128.42599665134557,329.9731116515835,175.79245430672572,121.53893273241714,318.1450315839659,176.90280103766142,126.36585399872072,327.17146599385774,61944600,52539000,40717100
2023-06-08,179.0144805908203,121.558837890625,320.8677673339844,179.2821437745567,122.64365544606527,322.2291369225087,175.9312711910467,120.66311871482401,318.98355595766924,176.36746808847172,121.64841360475143,319.5655851097024,50214900,29389200,23277700
2023-06-09,179.40110778808594,121.64839935302734,322.3771057128906,180.66015634842165,123.17111797694851,325.5338755296102,179.0739487923587,121.32992230484182,320.0292399102611,179.93644924551378,121.66830084656128,320.6013944671028,48870700,23762500,22514900
2023-06-12,182.20669555664062,123.05168914794922,327.3688049316406,182.30584013644759,123.45974190942171,327.61542900796314,179.4109969086846,121.08111473851741,320.7691422408111,179.70841552076647,122.20573518054296,324.1429427458358,54274900,28306400,24260300
2023-06-13,181.73085021972656,123.24079895019531,329.77581787109375,182.56361030209754,124.5644724206038,332.4294950152336,180.86834978636662,122.59389023515342,325.928488773513,181.22524912557424,124.38532858556286,329.95337995894954,54929100,22278300,22951300
2023-06-14,182.36532592773438,123.08155822753906,332.78466796875,182.8015378873281,123.45975499153305,334.46172377002256,180.45195952819037,120.87212009737992,328.31584080318265,181.79032062893717,122.51427067464085,329.82517898213644,57462900,30592300,26003800
2023-06-15,184.40757751464844,124.49479675292969,343.39935302734375,184.91319370821412,124.86303896319669,345.1158468804941,182.19679249165128,121.8176013960505,332.6465498488754,182.37524971506843,122.55407822349193,332.92276759657176,65433200,35246300,38899100
2023-06-16,183.3269500732422,122.94222259521484,337.7072448730469,185.37912470625074,125.50994835044854,346.72383496475805,182.68255574170084,122.69341213660132,337.3324015901357,185.12135487176403,125.3308045165231,346.57586654973045,101235600,45514000,46533600
2023-06-20,183.41619873046875,122.5142593383789,333.4850158691406,184.4968202621219,123.97726594287386,337.4605942019211,182.82137659501507,121.55882815838247,331.32458686367323,182.82137659501507,122.34507006124343,334.7280106683064,49799100,26097500,26375400
2023-06-21,182.37525939941406,119.97639465332031,329.0556945800781,183.8127651610623,122.07635532970119,333.1693972869812,181.01705115534045,119.52853131499121,327.5858247663164,183.30714894064778,121.8175903515394,331.82774670017375,49515700,30306300,25117800
2023-06-22,185.38906860351562,122.56403350830078,335.12261962890625,185.43864089866383,122.65360162877322,335.52708668833833,182.08775342754114,118.26458908449361,328.838643577594,182.15715766621673,119.429020209191,329.6081094184592,51245300,26952200,23556800
2023-06-23,185.07180786132812,121.75788116455078,330.4959411621094,185.94423180057566,122.20574454143095,333.396242355337,183.41619616013958,120.48397284408658,328.9471650313448,183.95155271461957,120.80244992420262,329.8448500671527,53079300,34885300,23084700
